Host Name,Possible Missing Planets,Ratio
Kepler-27,6.546290 +/- 0.327314,1:1
Kepler-272,0.990451 +/- 0.148568,3:1
Kepler-272,2.019114 +/- 0.302867,3:1
Kepler-272,3.645768 +/- 0.546865,3:1
Kepler-272,0.594271 +/- 0.148568,5:2
Kepler-272,1.188541 +/- 0.148568,5:2
Kepler-272,1.211468 +/- 0.302867,5:2
Kepler-272,2.422937 +/- 0.302867,5:2
Kepler-272,2.187461 +/- 0.546865,5:2
Kepler-272,4.374922 +/- 0.546865,5:2
Kepler-272,0.990451 +/- 0.148568,3:2
Kepler-272,1.980902 +/- 0.148568,3:2
Kepler-272,2.019114 +/- 0.302867,3:2
Kepler-272,4.038228 +/- 0.302867,3:2
Kepler-272,3.645768 +/- 0.546865,3:2
Kepler-272,7.291536 +/- 0.546865,3:2
Kepler-272,2.971353 +/- 0.148568,1:1
Kepler-272,6.057342 +/- 0.302867,1:1
Kepler-272,10.937304 +/- 0.546865,1:1
Kepler-279,6.154840 +/- 0.615484,2:1
Kepler-279,17.868000 +/- 1.786800,2:1
Kepler-279,27.207000 +/- 2.720700,2:1
Kepler-279,2.461936 +/- 0.615484,5:2
Kepler-279,4.923872 +/- 0.615484,5:2
Kepler-279,7.147200 +/- 1.786800,5:2
Kepler-279,14.294400 +/- 1.786800,5:2
Kepler-279,10.882800 +/- 2.720700,5:2
Kepler-279,21.765600 +/- 2.720700,5:2
Kepler-279,4.103227 +/- 0.615484,3:2
Kepler-279,8.206454 +/- 0.615484,3:2
Kepler-279,11.912000 +/- 1.786800,3:2
Kepler-279,23.824000 +/- 1.786800,3:2
Kepler-279,18.138000 +/- 2.720700,3:2
Kepler-279,36.276000 +/- 2.720700,3:2
Kepler-279,12.309681 +/- 0.615484,1:1
Kepler-279,35.736000 +/- 1.786800,1:1
Kepler-279,54.414000 +/- 2.720700,1:1
Kepler-281,7.323004 +/- 0.732300,2:1
Kepler-281,18.168686 +/- 1.816869,2:1
Kepler-281,74.136002 +/- 7.413600,2:1
Kepler-281,4.882003 +/- 0.732300,3:1
Kepler-281,12.112458 +/- 1.816869,3:1
Kepler-281,49.424001 +/- 7.413600,3:1
Kepler-281,4.882003 +/- 0.732300,3:2
Kepler-281,9.764005 +/- 0.732300,3:2
Kepler-281,12.112458 +/- 1.816869,3:2
Kepler-281,24.224915 +/- 1.816869,3:2
Kepler-281,49.424001 +/- 7.413600,3:2
Kepler-281,98.848002 +/- 7.413600,3:2
Kepler-282,3.073508 +/- 0.461026,3:2
Kepler-282,6.147016 +/- 0.461026,3:2
Kepler-282,4.546241 +/- 0.681936,3:2
Kepler-282,9.092482 +/- 0.681936,3:2
Kepler-282,8.268667 +/- 1.240300,3:2
Kepler-282,16.537333 +/- 1.240300,3:2
Kepler-282,14.782333 +/- 2.217350,3:2
Kepler-282,29.564667 +/- 2.217350,3:2
Kepler-282,9.220524 +/- 0.461026,1:1
Kepler-282,13.638723 +/- 0.681936,1:1
Kepler-282,24.806000 +/- 1.240300,1:1
Kepler-282,44.347000 +/- 2.217350,1:1
Kepler-282,4.610262 +/- 0.461026,2:1
Kepler-282,6.819362 +/- 0.681936,2:1
Kepler-282,12.403000 +/- 1.240300,2:1
Kepler-282,22.173500 +/- 2.217350,2:1
Kepler-282,3.073508 +/- 0.461026,3:1
Kepler-282,4.546241 +/- 0.681936,3:1
Kepler-282,8.268667 +/- 1.240300,3:1
Kepler-282,14.782333 +/- 2.217350,3:1
Kepler-282,1.844105 +/- 0.461026,5:2
Kepler-282,3.688210 +/- 0.461026,5:2
Kepler-282,2.727745 +/- 0.681936,5:2
Kepler-282,5.455489 +/- 0.681936,5:2
Kepler-282,4.961200 +/- 1.240300,5:2
Kepler-282,9.922400 +/- 1.240300,5:2
Kepler-282,8.869400 +/- 2.217350,5:2
Kepler-282,17.738800 +/- 2.217350,5:2
Kepler-286,0.598767 +/- 0.089815,3:1
Kepler-286,1.156032 +/- 0.173405,3:1
Kepler-286,1.971441 +/- 0.295716,3:1
Kepler-286,9.740430 +/- 1.461064,3:1
Kepler-286,0.359260 +/- 0.089815,5:2
Kepler-286,0.718521 +/- 0.089815,5:2
Kepler-286,0.693619 +/- 0.173405,5:2
Kepler-286,1.387238 +/- 0.173405,5:2
Kepler-286,1.182865 +/- 0.295716,5:2
Kepler-286,2.365729 +/- 0.295716,5:2
Kepler-286,5.844258 +/- 1.461064,5:2
Kepler-286,11.688516 +/- 1.461064,5:2
Kepler-286,0.598767 +/- 0.089815,3:2
Kepler-286,1.197535 +/- 0.089815,3:2
Kepler-286,1.156032 +/- 0.173405,3:2
Kepler-286,2.312063 +/- 0.173405,3:2
Kepler-286,1.971441 +/- 0.295716,3:2
Kepler-286,3.942882 +/- 0.295716,3:2
Kepler-286,9.740430 +/- 1.461064,3:2
Kepler-286,19.480859 +/- 1.461064,3:2
Kepler-286,1.796302 +/- 0.089815,1:1
Kepler-286,3.468095 +/- 0.173405,1:1
Kepler-286,5.914323 +/- 0.295716,1:1
Kepler-286,29.221289 +/- 1.461064,1:1
Kepler-288,3.048663 +/- 0.304866,2:1
Kepler-288,9.652886 +/- 0.965289,2:1
Kepler-288,28.316871 +/- 2.831687,2:1
Kepler-288,1.219465 +/- 0.304866,5:2
Kepler-288,2.438930 +/- 0.304866,5:2
Kepler-288,3.861154 +/- 0.965289,5:2
Kepler-288,7.722309 +/- 0.965289,5:2
Kepler-288,11.326748 +/- 2.831687,5:2
Kepler-288,22.653497 +/- 2.831687,5:2
Kepler-288,2.032442 +/- 0.304866,3:2
Kepler-288,4.064884 +/- 0.304866,3:2
Kepler-288,6.435257 +/- 0.965289,3:2
Kepler-288,12.870515 +/- 0.965289,3:2
Kepler-288,18.877914 +/- 2.831687,3:2
Kepler-288,37.755828 +/- 2.831687,3:2
Kepler-288,6.097326 +/- 0.304866,1:1
Kepler-288,19.305772 +/- 0.965289,1:1
Kepler-288,56.633742 +/- 2.831687,1:1
Kepler-289,11.515000 +/- 1.727250,3:1
Kepler-289,41.950600 +/- 6.292590,3:1
Kepler-289,22.021133 +/- 3.303170,3:1
Kepler-289,6.909000 +/- 1.727250,5:2
Kepler-289,13.818000 +/- 1.727250,5:2
Kepler-289,25.170360 +/- 6.292590,5:2
Kepler-289,50.340720 +/- 6.292590,5:2
Kepler-289,13.212680 +/- 3.303170,5:2
Kepler-289,26.425360 +/- 3.303170,5:2
Kepler-289,11.515000 +/- 1.727250,3:2
Kepler-289,23.030000 +/- 1.727250,3:2
Kepler-289,41.950600 +/- 6.292590,3:2
Kepler-289,83.901200 +/- 6.292590,3:2
Kepler-289,22.021133 +/- 3.303170,3:2
Kepler-289,44.042267 +/- 3.303170,3:2
Kepler-289,34.545000 +/- 1.727250,1:1
Kepler-289,125.851800 +/- 6.292590,1:1
Kepler-289,66.063400 +/- 3.303170,1:1
Kepler-292,0.516165 +/- 0.129041,5:2
Kepler-292,1.032331 +/- 0.129041,5:2
Kepler-292,0.743067 +/- 0.185767,5:2
Kepler-292,1.486134 +/- 0.185767,5:2
Kepler-292,1.411136 +/- 0.352784,5:2
Kepler-292,2.822272 +/- 0.352784,5:2
Kepler-292,2.395802 +/- 0.598951,5:2
Kepler-292,4.791604 +/- 0.598951,5:2
Kepler-292,4.166847 +/- 1.041712,5:2
Kepler-292,8.333695 +/- 1.041712,5:2
Kepler-292,0.860276 +/- 0.129041,3:2
Kepler-292,1.720551 +/- 0.129041,3:2
Kepler-292,1.238445 +/- 0.185767,3:2
Kepler-292,2.476890 +/- 0.185767,3:2
Kepler-292,2.351893 +/- 0.352784,3:2
Kepler-292,4.703786 +/- 0.352784,3:2
Kepler-292,3.993003 +/- 0.598951,3:2
Kepler-292,7.986007 +/- 0.598951,3:2
Kepler-292,6.944746 +/- 1.041712,3:2
Kepler-292,13.889491 +/- 1.041712,3:2
Kepler-292,2.580827 +/- 0.129041,1:1
Kepler-292,3.715335 +/- 0.185767,1:1
Kepler-292,7.055679 +/- 0.352784,1:1
Kepler-292,11.979010 +/- 0.598951,1:1
Kepler-292,20.834237 +/- 1.041712,1:1
Kepler-296,5.432192 +/- 0.543219,2:1
Kepler-296,2.920818 +/- 0.292082,2:1
Kepler-296,9.925145 +/- 0.992515,2:1
Kepler-296,17.071055 +/- 1.707106,2:1
Kepler-296,31.668135 +/- 3.166813,2:1
Kepler-296,2.172877 +/- 0.543219,5:2
Kepler-296,4.345754 +/- 0.543219,5:2
Kepler-296,1.168327 +/- 0.292082,5:2
Kepler-296,2.336655 +/- 0.292082,5:2
Kepler-296,3.970058 +/- 0.992515,5:2
Kepler-296,7.940116 +/- 0.992515,5:2
Kepler-296,6.828422 +/- 1.707106,5:2
Kepler-296,13.656844 +/- 1.707106,5:2
Kepler-296,12.667254 +/- 3.166813,5:2
Kepler-296,25.334508 +/- 3.166813,5:2
Kepler-296,3.621461 +/- 0.543219,3:2
Kepler-296,7.242923 +/- 0.543219,3:2
Kepler-296,1.947212 +/- 0.292082,3:2
Kepler-296,3.894424 +/- 0.292082,3:2
Kepler-296,6.616764 +/- 0.992515,3:2
Kepler-296,13.233527 +/- 0.992515,3:2
Kepler-296,11.380703 +/- 1.707106,3:2
Kepler-296,22.761407 +/- 1.707106,3:2
Kepler-296,21.112090 +/- 3.166813,3:2
Kepler-296,42.224180 +/- 3.166813,3:2
Kepler-296,10.864384 +/- 0.543219,1:1
Kepler-296,5.841637 +/- 0.292082,1:1
Kepler-296,19.850291 +/- 0.992515,1:1
Kepler-296,34.142110 +/- 1.707106,1:1
Kepler-296,63.336270 +/- 3.166813,1:1
Kepler-297,12.957275 +/- 1.943591,3:1
Kepler-297,24.973379 +/- 3.746007,3:1
Kepler-297,7.774365 +/- 1.943591,5:2
Kepler-297,15.548730 +/- 1.943591,5:2
Kepler-297,14.984027 +/- 3.746007,5:2
Kepler-297,29.968055 +/- 3.746007,5:2
Kepler-297,12.957275 +/- 1.943591,3:2
Kepler-297,25.914551 +/- 1.943591,3:2
Kepler-297,24.973379 +/- 3.746007,3:2
Kepler-297,49.946758 +/- 3.746007,3:2
Kepler-297,38.871826 +/- 1.943591,1:1
Kepler-297,74.920137 +/- 3.746007,1:1
Kepler-299,0.975709 +/- 0.146356,3:2
Kepler-299,1.951419 +/- 0.146356,3:2
Kepler-299,2.295292 +/- 0.344294,3:2
Kepler-299,4.590583 +/- 0.344294,3:2
Kepler-299,5.018262 +/- 0.752739,3:2
Kepler-299,10.036524 +/- 0.752739,3:2
Kepler-299,12.761830 +/- 1.914274,3:2
Kepler-299,25.523659 +/- 1.914274,3:2
Kepler-299,2.927128 +/- 0.146356,1:1
Kepler-299,6.885875 +/- 0.344294,1:1
Kepler-299,15.054786 +/- 0.752739,1:1
Kepler-299,38.285489 +/- 1.914274,1:1
Kepler-299,1.463564 +/- 0.146356,2:1
Kepler-299,3.442938 +/- 0.344294,2:1
Kepler-299,7.527393 +/- 0.752739,2:1
Kepler-299,19.142744 +/- 1.914274,2:1
Kepler-299,0.975709 +/- 0.146356,3:1
Kepler-299,2.295292 +/- 0.344294,3:1
Kepler-299,5.018262 +/- 0.752739,3:1
Kepler-299,12.761830 +/- 1.914274,3:1
Kepler-299,0.585426 +/- 0.146356,5:2
Kepler-299,1.170851 +/- 0.146356,5:2
Kepler-299,1.377175 +/- 0.344294,5:2
Kepler-299,2.754350 +/- 0.344294,5:2
Kepler-299,3.010957 +/- 0.752739,5:2
Kepler-299,6.021914 +/- 0.752739,5:2
Kepler-299,7.657098 +/- 1.914274,5:2
Kepler-299,15.314196 +/- 1.914274,5:2
Kepler-30,9.778113 +/- 1.466717,3:1
Kepler-30,20.107702 +/- 3.016155,3:1
Kepler-30,47.781313 +/- 7.167197,3:1
Kepler-30,5.866868 +/- 1.466717,5:2
Kepler-30,11.733736 +/- 1.466717,5:2
Kepler-30,12.064621 +/- 3.016155,5:2
Kepler-30,24.129242 +/- 3.016155,5:2
Kepler-30,28.668788 +/- 7.167197,5:2
Kepler-30,57.337576 +/- 7.167197,5:2
Kepler-30,9.778113 +/- 1.466717,3:2
Kepler-30,19.556227 +/- 1.466717,3:2
Kepler-30,20.107702 +/- 3.016155,3:2
Kepler-30,40.215403 +/- 3.016155,3:2
Kepler-30,47.781313 +/- 7.167197,3:2
Kepler-30,95.562627 +/- 7.167197,3:2
Kepler-30,29.334340 +/- 1.466717,1:1
Kepler-30,60.323105 +/- 3.016155,1:1
Kepler-30,143.343940 +/- 7.167197,1:1
Kepler-304,1.647854 +/- 0.164785,2:1
Kepler-304,2.657973 +/- 0.265797,2:1
Kepler-304,4.826735 +/- 0.482674,2:1
Kepler-304,0.749573 +/- 0.074957,2:1
Kepler-304,0.659142 +/- 0.164785,5:2
Kepler-304,1.318284 +/- 0.164785,5:2
Kepler-304,1.063189 +/- 0.265797,5:2
Kepler-304,2.126378 +/- 0.265797,5:2
Kepler-304,1.930694 +/- 0.482674,5:2
Kepler-304,3.861388 +/- 0.482674,5:2
Kepler-304,0.299829 +/- 0.074957,5:2
Kepler-304,0.599659 +/- 0.074957,5:2
Kepler-304,1.098570 +/- 0.164785,3:2
Kepler-304,2.197139 +/- 0.164785,3:2
Kepler-304,1.771982 +/- 0.265797,3:2
Kepler-304,3.543964 +/- 0.265797,3:2
Kepler-304,3.217824 +/- 0.482674,3:2
Kepler-304,6.435647 +/- 0.482674,3:2
Kepler-304,0.499716 +/- 0.074957,3:2
Kepler-304,0.999431 +/- 0.074957,3:2
Kepler-304,3.295709 +/- 0.164785,1:1
Kepler-304,5.315946 +/- 0.265797,1:1
Kepler-304,9.653471 +/- 0.482674,1:1
Kepler-304,1.499147 +/- 0.074957,1:1
Kepler-305,1.097400 +/- 0.274350,5:2
Kepler-305,2.194800 +/- 0.274350,5:2
Kepler-305,1.658200 +/- 0.414550,5:2
Kepler-305,3.316400 +/- 0.414550,5:2
Kepler-305,3.347732 +/- 0.836933,5:2
Kepler-305,6.695464 +/- 0.836933,5:2
Kepler-305,0.641076 +/- 0.160269,5:2
Kepler-305,1.282152 +/- 0.160269,5:2
Kepler-305,1.829000 +/- 0.274350,3:2
Kepler-305,3.658000 +/- 0.274350,3:2
Kepler-305,2.763667 +/- 0.414550,3:2
Kepler-305,5.527333 +/- 0.414550,3:2
Kepler-305,5.579554 +/- 0.836933,3:2
Kepler-305,11.159107 +/- 0.836933,3:2
Kepler-305,1.068460 +/- 0.160269,3:2
Kepler-305,2.136920 +/- 0.160269,3:2
Kepler-305,5.487000 +/- 0.274350,1:1
Kepler-305,8.291000 +/- 0.414550,1:1
Kepler-305,16.738661 +/- 0.836933,1:1
Kepler-305,3.205380 +/- 0.160269,1:1
Kepler-306,1.548729 +/- 0.232309,3:2
Kepler-306,3.097457 +/- 0.232309,3:2
Kepler-306,2.413398 +/- 0.362010,3:2
Kepler-306,4.826795 +/- 0.362010,3:2
Kepler-306,5.775548 +/- 0.866332,3:2
Kepler-306,11.551096 +/- 0.866332,3:2
Kepler-306,14.946992 +/- 2.242049,3:2
Kepler-306,29.893983 +/- 2.242049,3:2
Kepler-306,4.646186 +/- 0.232309,1:1
Kepler-306,7.240193 +/- 0.362010,1:1
Kepler-306,17.326644 +/- 0.866332,1:1
Kepler-306,44.840975 +/- 2.242049,1:1
Kepler-306,2.323093 +/- 0.232309,2:1
Kepler-306,3.620096 +/- 0.362010,2:1
Kepler-306,8.663322 +/- 0.866332,2:1
Kepler-306,22.420488 +/- 2.242049,2:1
Kepler-306,1.548729 +/- 0.232309,3:1
Kepler-306,2.413398 +/- 0.362010,3:1
Kepler-306,5.775548 +/- 0.866332,3:1
Kepler-306,14.946992 +/- 2.242049,3:1
Kepler-306,0.929237 +/- 0.232309,5:2
Kepler-306,1.858474 +/- 0.232309,5:2
Kepler-306,1.448039 +/- 0.362010,5:2
Kepler-306,2.896077 +/- 0.362010,5:2
Kepler-306,3.465329 +/- 0.866332,5:2
Kepler-306,6.930658 +/- 0.866332,5:2
Kepler-306,8.968195 +/- 2.242049,5:2
Kepler-306,17.936390 +/- 2.242049,5:2
Kepler-31,6.953767 +/- 1.043065,3:1
Kepler-31,14.210600 +/- 2.131590,3:1
Kepler-31,29.215033 +/- 4.382255,3:1
Kepler-31,4.172260 +/- 1.043065,5:2
Kepler-31,8.344520 +/- 1.043065,5:2
Kepler-31,8.526360 +/- 2.131590,5:2
Kepler-31,17.052720 +/- 2.131590,5:2
Kepler-31,17.529020 +/- 4.382255,5:2
Kepler-31,35.058040 +/- 4.382255,5:2
Kepler-31,6.953767 +/- 1.043065,3:2
Kepler-31,13.907533 +/- 1.043065,3:2
Kepler-31,14.210600 +/- 2.131590,3:2
Kepler-31,28.421200 +/- 2.131590,3:2
Kepler-31,29.215033 +/- 4.382255,3:2
Kepler-31,58.430067 +/- 4.382255,3:2
Kepler-31,20.861300 +/- 1.043065,1:1
Kepler-31,42.631800 +/- 2.131590,1:1
Kepler-31,87.645100 +/- 4.382255,1:1
Kepler-310,6.965349 +/- 0.696535,2:1
Kepler-310,28.237710 +/- 2.823771,2:1
Kepler-310,46.438063 +/- 4.643806,2:1
Kepler-310,4.643566 +/- 0.696535,3:1
Kepler-310,18.825140 +/- 2.823771,3:1
Kepler-310,30.958708 +/- 4.643806,3:1
Kepler-310,4.643566 +/- 0.696535,3:2
Kepler-310,9.287132 +/- 0.696535,3:2
Kepler-310,18.825140 +/- 2.823771,3:2
Kepler-310,37.650280 +/- 2.823771,3:2
Kepler-310,30.958708 +/- 4.643806,3:2
Kepler-310,61.917417 +/- 4.643806,3:2
Kepler-310,2.786140 +/- 0.696535,5:2
Kepler-310,5.572279 +/- 0.696535,5:2
Kepler-310,11.295084 +/- 2.823771,5:2
Kepler-310,22.590168 +/- 2.823771,5:2
Kepler-310,18.575225 +/- 4.643806,5:2
Kepler-310,37.150450 +/- 4.643806,5:2
Kepler-319,1.454235 +/- 0.218135,3:2
Kepler-319,2.908470 +/- 0.218135,3:2
Kepler-319,2.313786 +/- 0.347068,3:2
Kepler-319,4.627571 +/- 0.347068,3:2
Kepler-319,10.593975 +/- 1.589096,3:2
Kepler-319,21.187950 +/- 1.589096,3:2
Kepler-319,4.362705 +/- 0.218135,1:1
Kepler-319,6.941357 +/- 0.347068,1:1
Kepler-319,31.781925 +/- 1.589096,1:1
Kepler-319,2.181353 +/- 0.218135,2:1
Kepler-319,3.470678 +/- 0.347068,2:1
Kepler-319,15.890963 +/- 1.589096,2:1
Kepler-319,1.454235 +/- 0.218135,3:1
Kepler-319,2.313786 +/- 0.347068,3:1
Kepler-319,10.593975 +/- 1.589096,3:1
Kepler-319,0.872541 +/- 0.218135,5:2
Kepler-319,1.745082 +/- 0.218135,5:2
Kepler-319,1.388271 +/- 0.347068,5:2
Kepler-319,2.776543 +/- 0.347068,5:2
Kepler-319,6.356385 +/- 1.589096,5:2
Kepler-319,12.712770 +/- 1.589096,5:2
Kepler-32,1.967080 +/- 0.295062,3:2
Kepler-32,3.934160 +/- 0.295062,3:2
Kepler-32,2.917400 +/- 0.437610,3:2
Kepler-32,5.834800 +/- 0.437610,3:2
Kepler-32,7.593400 +/- 1.139010,3:2
Kepler-32,15.186800 +/- 1.139010,3:2
Kepler-32,0.965333 +/- 0.144800,3:2
Kepler-32,1.930667 +/- 0.144800,3:2
Kepler-32,0.247653 +/- 0.037148,3:2
Kepler-32,0.495307 +/- 0.037148,3:2
Kepler-32,5.901240 +/- 0.295062,1:1
Kepler-32,8.752200 +/- 0.437610,1:1
Kepler-32,22.780200 +/- 1.139010,1:1
Kepler-32,2.896000 +/- 0.144800,1:1
Kepler-32,0.742960 +/- 0.037148,1:1
Kepler-32,2.950620 +/- 0.295062,2:1
Kepler-32,4.376100 +/- 0.437610,2:1
Kepler-32,11.390100 +/- 1.139010,2:1
Kepler-32,1.448000 +/- 0.144800,2:1
Kepler-32,0.371480 +/- 0.037148,2:1
Kepler-32,1.967080 +/- 0.295062,3:1
Kepler-32,2.917400 +/- 0.437610,3:1
Kepler-32,7.593400 +/- 1.139010,3:1
Kepler-32,0.965333 +/- 0.144800,3:1
Kepler-32,0.247653 +/- 0.037148,3:1
Kepler-32,1.180248 +/- 0.295062,5:2
Kepler-32,2.360496 +/- 0.295062,5:2
Kepler-32,1.750440 +/- 0.437610,5:2
Kepler-32,3.500880 +/- 0.437610,5:2
Kepler-32,4.556040 +/- 1.139010,5:2
Kepler-32,9.112080 +/- 1.139010,5:2
Kepler-32,0.579200 +/- 0.144800,5:2
Kepler-32,1.158400 +/- 0.144800,5:2
Kepler-32,0.148592 +/- 0.037148,5:2
Kepler-32,0.297184 +/- 0.037148,5:2
Kepler-324,17.084500 +/- 1.708450,2:1
Kepler-324,2.192658 +/- 0.219266,2:1
Kepler-324,25.902806 +/- 2.590281,2:1
Kepler-324,6.989700 +/- 0.698970,2:1
Kepler-324,6.833800 +/- 1.708450,5:2
Kepler-324,13.667600 +/- 1.708450,5:2
Kepler-324,0.877063 +/- 0.219266,5:2
Kepler-324,1.754126 +/- 0.219266,5:2
Kepler-324,10.361122 +/- 2.590281,5:2
Kepler-324,20.722245 +/- 2.590281,5:2
Kepler-324,2.795880 +/- 0.698970,5:2
Kepler-324,5.591760 +/- 0.698970,5:2
Kepler-324,11.389667 +/- 1.708450,3:2
Kepler-324,22.779333 +/- 1.708450,3:2
Kepler-324,1.461772 +/- 0.219266,3:2
Kepler-324,2.923543 +/- 0.219266,3:2
Kepler-324,17.268537 +/- 2.590281,3:2
Kepler-324,34.537075 +/- 2.590281,3:2
Kepler-324,4.659800 +/- 0.698970,3:2
Kepler-324,9.319600 +/- 0.698970,3:2
Kepler-324,34.169000 +/- 1.708450,1:1
Kepler-324,4.385315 +/- 0.219266,1:1
Kepler-324,51.805612 +/- 2.590281,1:1
Kepler-324,13.979400 +/- 0.698970,1:1
Kepler-325,2.272219 +/- 0.227222,2:1
Kepler-325,6.381086 +/- 0.638109,2:1
Kepler-325,19.357592 +/- 1.935759,2:1
Kepler-325,0.908888 +/- 0.227222,5:2
Kepler-325,1.817776 +/- 0.227222,5:2
Kepler-325,2.552434 +/- 0.638109,5:2
Kepler-325,5.104869 +/- 0.638109,5:2
Kepler-325,7.743037 +/- 1.935759,5:2
Kepler-325,15.486074 +/- 1.935759,5:2
Kepler-325,1.514813 +/- 0.227222,3:2
Kepler-325,3.029626 +/- 0.227222,3:2
Kepler-325,4.254057 +/- 0.638109,3:2
Kepler-325,8.508115 +/- 0.638109,3:2
Kepler-325,12.905062 +/- 1.935759,3:2
Kepler-325,25.810123 +/- 1.935759,3:2
Kepler-325,4.544439 +/- 0.227222,1:1
Kepler-325,12.762172 +/- 0.638109,1:1
Kepler-325,38.715185 +/- 1.935759,1:1
Kepler-326,0.449666 +/- 0.112416,5:2
Kepler-326,0.899332 +/- 0.112416,5:2
Kepler-326,0.916072 +/- 0.229018,5:2
Kepler-326,1.832143 +/- 0.229018,5:2
Kepler-326,1.353378 +/- 0.338344,5:2
Kepler-326,2.706755 +/- 0.338344,5:2
Kepler-326,0.749443 +/- 0.112416,3:2
Kepler-326,1.498886 +/- 0.112416,3:2
Kepler-326,1.526786 +/- 0.229018,3:2
Kepler-326,3.053572 +/- 0.229018,3:2
Kepler-326,2.255629 +/- 0.338344,3:2
Kepler-326,4.511259 +/- 0.338344,3:2
Kepler-326,2.248329 +/- 0.112416,1:1
Kepler-326,4.580358 +/- 0.229018,1:1
Kepler-326,6.766888 +/- 0.338344,1:1
Kepler-327,0.849858 +/- 0.127479,3:1
Kepler-327,1.737444 +/- 0.260617,3:1
Kepler-327,4.656486 +/- 0.698473,3:1
Kepler-327,0.509915 +/- 0.127479,5:2
Kepler-327,1.019830 +/- 0.127479,5:2
Kepler-327,1.042467 +/- 0.260617,5:2
Kepler-327,2.084933 +/- 0.260617,5:2
Kepler-327,2.793891 +/- 0.698473,5:2
Kepler-327,5.587783 +/- 0.698473,5:2
Kepler-327,0.849858 +/- 0.127479,3:2
Kepler-327,1.699717 +/- 0.127479,3:2
Kepler-327,1.737444 +/- 0.260617,3:2
Kepler-327,3.474889 +/- 0.260617,3:2
Kepler-327,4.656486 +/- 0.698473,3:2
Kepler-327,9.312971 +/- 0.698473,3:2
Kepler-327,2.549575 +/- 0.127479,1:1
Kepler-327,5.212333 +/- 0.260617,1:1
Kepler-327,13.969457 +/- 0.698473,1:1
Kepler-33,2.833965 +/- 0.283396,2:1
Kepler-33,6.587810 +/- 0.658781,2:1
Kepler-33,10.887980 +/- 1.088798,2:1
Kepler-33,15.892200 +/- 1.589220,2:1
Kepler-33,20.514510 +/- 2.051451,2:1
Kepler-33,1.133586 +/- 0.283396,5:2
Kepler-33,2.267172 +/- 0.283396,5:2
Kepler-33,2.635124 +/- 0.658781,5:2
Kepler-33,5.270248 +/- 0.658781,5:2
Kepler-33,4.355192 +/- 1.088798,5:2
Kepler-33,8.710384 +/- 1.088798,5:2
Kepler-33,6.356880 +/- 1.589220,5:2
Kepler-33,12.713760 +/- 1.589220,5:2
Kepler-33,8.205804 +/- 2.051451,5:2
Kepler-33,16.411608 +/- 2.051451,5:2
Kepler-33,1.889310 +/- 0.283396,3:2
Kepler-33,3.778620 +/- 0.283396,3:2
Kepler-33,4.391873 +/- 0.658781,3:2
Kepler-33,8.783747 +/- 0.658781,3:2
Kepler-33,7.258653 +/- 1.088798,3:2
Kepler-33,14.517307 +/- 1.088798,3:2
Kepler-33,10.594800 +/- 1.589220,3:2
Kepler-33,21.189600 +/- 1.589220,3:2
Kepler-33,13.676340 +/- 2.051451,3:2
Kepler-33,27.352680 +/- 2.051451,3:2
Kepler-33,5.667930 +/- 0.283396,1:1
Kepler-33,13.175620 +/- 0.658781,1:1
Kepler-33,21.775960 +/- 1.088798,1:1
Kepler-33,31.784400 +/- 1.589220,1:1
Kepler-33,41.029020 +/- 2.051451,1:1
Kepler-331,2.819165 +/- 0.422875,3:1
Kepler-331,5.760370 +/- 0.864056,3:1
Kepler-331,10.711443 +/- 1.606716,3:1
Kepler-331,1.691499 +/- 0.422875,5:2
Kepler-331,3.382998 +/- 0.422875,5:2
Kepler-331,3.456222 +/- 0.864056,5:2
Kepler-331,6.912444 +/- 0.864056,5:2
Kepler-331,6.426866 +/- 1.606716,5:2
Kepler-331,12.853731 +/- 1.606716,5:2
Kepler-331,2.819165 +/- 0.422875,3:2
Kepler-331,5.638331 +/- 0.422875,3:2
Kepler-331,5.760370 +/- 0.864056,3:2
Kepler-331,11.520740 +/- 0.864056,3:2
Kepler-331,10.711443 +/- 1.606716,3:2
Kepler-331,21.422885 +/- 1.606716,3:2
Kepler-331,8.457496 +/- 0.422875,1:1
Kepler-331,17.281110 +/- 0.864056,1:1
Kepler-331,32.134328 +/- 1.606716,1:1
Kepler-332,2.542108 +/- 0.381316,3:1
Kepler-332,5.331874 +/- 0.799781,3:1
Kepler-332,11.403847 +/- 1.710577,3:1
Kepler-332,1.525265 +/- 0.381316,5:2
Kepler-332,3.050530 +/- 0.381316,5:2
Kepler-332,3.199124 +/- 0.799781,5:2
Kepler-332,6.398249 +/- 0.799781,5:2
Kepler-332,6.842308 +/- 1.710577,5:2
Kepler-332,13.684616 +/- 1.710577,5:2
Kepler-332,2.542108 +/- 0.381316,3:2
Kepler-332,5.084216 +/- 0.381316,3:2
Kepler-332,5.331874 +/- 0.799781,3:2
Kepler-332,10.663748 +/- 0.799781,3:2
Kepler-332,11.403847 +/- 1.710577,3:2
Kepler-332,22.807693 +/- 1.710577,3:2
Kepler-332,7.626324 +/- 0.381316,1:1
Kepler-332,15.995622 +/- 0.799781,1:1
Kepler-332,34.211540 +/- 1.710577,1:1
Kepler-334,1.823440 +/- 0.273516,3:1
Kepler-334,4.252668 +/- 0.637900,3:1
Kepler-334,8.366163 +/- 1.254925,3:1
Kepler-334,1.094064 +/- 0.273516,5:2
